date_simple,shop_id,ranking,ranking_live,ranking_live_without_ad,bookmark_count,uv,bookmark_change_amount,goods_view_count,my_goods_count_change,meta_order_count,meta_order_amount,ad_display_view_count,ad_display_click_count,ad_display_billing_amount,ad_display_cash_amount,ad_display_free_amount,ad_display_total_amount,ad_display_add_cash_count,ad_display_add_cash_amount,ad_display_remain_cash_amount,ad_display_new_content_created_count,ad_display_new_goods_adopted_count,ad_display_content_total_running_count,ad_display_content_valid_running_count,ad_display_content_auto_scheduling_on_going_count,ad_display_content_auto_scheduling_elapsed_rate_avg,ad_display_content_rank_under_200_count,ad_display_content_with_daily_budget_count,ad_display_content_with_max_budget_count,ad_display_content_daily_budget_avg,ad_display_content_max_budget_avg,ad_display_content_first_running_count,ad_display_run_ordinal,ad_display_run_ordinal_day,ad_display_stop_ordinal,ad_display_stop_ordinal_day,ad_display_run_ordinal_final,ad_display_stop_ordinal_final,ad_display_status_final,ad_display_content_total_running_content_id_list,ad_display_content_valid_running_content_id_list,ad_display_content_auto_scheduling_on_going_content_id_list,ad_display_content_rank_under_200_content_id_list,ad_display_content_with_daily_budget_content_id_list,ad_display_content_with_max_budget_content_id_list,ad_display_content_first_running_content_id_list,shop_state_closed_to_normal,created_order_count,created_order_amount,created_order_item_count,paid_order_count,paid_order_amount,paid_order_item_count,refunded_order_count,refunded_order_amount,refunded_order_item_count,order_count,order_amount,date_simple,shop_id,shop_name,pv
2019-10-17,2003,178,173,265,78900,4405,154,7587,1183,25,1906680,152057,3526,334523,335098,0,335098,1,2000000,2306229,2,1,6,6,0,null,0,6,0,75000,null,2,3,519,3,-12,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,a8f14a19-8399-4853-b470-8ed663bca4f4,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7","bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,a8f14a19-8399-4853-b470-8ed663bca4f4,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,,"bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,a8f14a19-8399-4853-b470-8ed663bca4f4,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,"a8f14a19-8399-4853-b470-8ed663bca4f4,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",1,14,626700,22,14,626700,22,2,78700,2,25,1906680,2019-10-17,2003,더제이수,8504
2019-10-17,2220,241,228,352,58269,1281,57,2158,163,11,477100,29797,360,65552,66147,0,66147,0,0,270561,1,1,5,5,0,null,4,5,0,30000,null,1,1,654,1,-10,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a","bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a",,"bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,f1d1df57-8b99-49de-8a48-8a55878aa05c,5a2d0d40-f6cf-480f-a445-736068715d8a","bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a",,5a2d0d40-f6cf-480f-a445-736068715d8a,1,11,712800,14,10,683800,13,0,0,0,11,477100,2019-10-17,2220,크러시제이,4977
2019-10-17,2413,1191,1016,723,28257,658,8,1192,69,3,108000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-12,2,170,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,108000,2019-10-17,2413,드보우,3127
2019-10-17,3492,2487,1898,1633,1662,659,2,996,101,7,461200,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-12,1,188,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,7,461200,2019-10-17,3492,바이비브,262
2019-10-17,5387,2406,1848,1564,2648,355,9,640,46,3,347500,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-12,8,218,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,347500,2019-10-17,5387,미니걸스,106
2019-10-17,6147,756,667,1168,2081,542,11,671,68,2,133700,24292,485,53441,52748,0,52748,0,0,138966,1,1,3,2,0,null,2,1,2,45000,10000,1,2,109,2,-12,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7af1f607-8db7-48dc-9838-f8c38e18916b,7f0e6a0a-7c42-48f4-abbf-e76666852d51","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7af1f607-8db7-48dc-9838-f8c38e18916b",,"7af1f607-8db7-48dc-9838-f8c38e18916b,7f0e6a0a-7c42-48f4-abbf-e76666852d51",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,"7af1f607-8db7-48dc-9838-f8c38e18916b,7f0e6a0a-7c42-48f4-abbf-e76666852d51",7af1f607-8db7-48dc-9838-f8c38e18916b,1,0,0,0,0,0,0,0,0,0,2,133700,2019-10-17,6147,미코미코,276
2019-10-16,2003,181,176,266,78746,4668,173,8301,1228,30,2241291,157478,3597,346449,347685,0,347685,0,0,641327,3,2,8,7,0,null,0,8,0,72500,null,3,3,518,3,-13,3,3,1,"24c17678-258e-4229-a985-44f249ebfb16,bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,3ee1701b-7737-493f-8ae2-b49cf2ce3123,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,91be1645-e9b4-437b-b58b-c237f42ec37d","24c17678-258e-4229-a985-44f249ebfb16,bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,91be1645-e9b4-437b-b58b-c237f42ec37d",,,"24c17678-258e-4229-a985-44f249ebfb16,bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,0c7d1699-87e9-4b0e-bf89-dac2d026e908,3ee1701b-7737-493f-8ae2-b49cf2ce3123,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,91be1645-e9b4-437b-b58b-c237f42ec37d",,"24c17678-258e-4229-a985-44f249ebfb16,91be1645-e9b4-437b-b58b-c237f42ec37d,790d79fe-6a77-4816-abb2-dbdbe86c30f7",1,27,1202900,34,26,1163800,33,6,198400,6,30,2241291,2019-10-16,2003,더제이수,8619
2019-10-16,2220,240,228,354,58212,1561,71,2753,121,21,1175900,41917,615,92216,91111,0,91111,0,0,336708,1,1,5,5,0,null,3,5,0,30000,null,1,1,653,1,-11,2,2,1,"771e060d-18a8-4bb2-b0a2-60b2f71ef398,f1d1df57-8b99-49de-8a48-8a55878aa05c,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"771e060d-18a8-4bb2-b0a2-60b2f71ef398,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c","bda7f933-cb89-4054-a538-a10493436333,771e060d-18a8-4bb2-b0a2-60b2f71ef398,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,771e060d-18a8-4bb2-b0a2-60b2f71ef398,1,8,346000,11,8,346000,11,0,0,0,21,1175900,2019-10-16,2220,크러시제이,5438
2019-10-16,2413,1185,1009,722,28249,745,23,1528,170,16,869600,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-13,2,169,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,16,869600,2019-10-16,2413,드보우,3418
2019-10-16,3492,2501,1908,1649,1660,721,8,1001,113,5,243090,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-13,1,187,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,243090,2019-10-16,3492,바이비브,89
2019-10-16,5387,2402,1840,1566,2639,423,8,765,73,7,353900,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-13,8,217,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,7,353900,2019-10-16,5387,미니걸스,175
2019-10-16,6147,758,668,1169,2070,551,5,651,45,1,108000,23728,524,52201,51335,0,51335,0,0,191714,1,1,2,2,0,null,1,1,1,45000,10000,1,2,108,2,-13,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7f0e6a0a-7c42-48f4-abbf-e76666852d51","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7f0e6a0a-7c42-48f4-abbf-e76666852d51",,7f0e6a0a-7c42-48f4-abbf-e76666852d51,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7f0e6a0a-7c42-48f4-abbf-e76666852d51,7f0e6a0a-7c42-48f4-abbf-e76666852d51,1,0,0,0,0,0,0,0,0,0,1,108000,2019-10-16,6147,미코미코,246
2019-10-15,2003,180,175,266,78573,4541,110,8357,1073,31,2684662,157922,3670,347426,345877,0,345877,0,0,989012,3,0,6,5,0,null,0,6,0,75000,null,2,3,517,3,-14,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,086437d6-5cbc-47a9-8978-17aef39cb6be,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","bec1038e-ade0-4490-ab14-4787e142ee0b,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"086437d6-5cbc-47a9-8978-17aef39cb6be,bec1038e-ade0-4490-ab14-4787e142ee0b,0c7d1699-87e9-4b0e-bf89-dac2d026e908,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,"086437d6-5cbc-47a9-8978-17aef39cb6be,0c7d1699-87e9-4b0e-bf89-dac2d026e908",1,30,1607700,42,29,1585600,41,11,643000,14,31,2684662,2019-10-15,2003,더제이수,8011
2019-10-15,2220,242,229,355,58141,1776,54,3017,294,25,1763200,42788,634,94132,95769,0,95769,0,0,427819,0,0,4,4,0,null,1,4,0,30000,null,0,1,652,1,-12,2,2,1,"f1d1df57-8b99-49de-8a48-8a55878aa05c,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,ff47d431-8410-45ed-8933-0b934bbee4d3,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,6,196100,7,5,180000,6,2,38300,2,25,1763200,2019-10-15,2220,크러시제이,6163
2019-10-15,2413,1181,1006,719,28226,754,31,1467,188,4,166500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-14,2,168,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,166500,2019-10-15,2413,드보우,3638
2019-10-15,3492,2495,1900,1651,1652,700,15,979,99,3,104500,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-14,1,186,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,104500,2019-10-15,3492,바이비브,138
2019-10-15,5387,2409,1841,1577,2631,492,10,904,105,10,789800,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-14,8,216,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,10,789800,2019-10-15,5387,미니걸스,236
2019-10-15,6147,759,669,1173,2065,653,12,798,102,2,108000,20430,549,44945,44406,0,44406,0,0,243049,0,0,2,1,0,null,1,1,1,45000,10000,0,2,107,2,-14,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,0801ee05-4a15-4758-8e0a-d50855a18191",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,,0801ee05-4a15-4758-8e0a-d50855a18191,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,0801ee05-4a15-4758-8e0a-d50855a18191,,1,0,0,0,0,0,0,0,0,0,2,108000,2019-10-15,6147,미코미코,242
2019-10-14,2003,180,175,266,78463,3976,146,7839,930,40,2622900,131831,2853,290026,286582,0,286582,0,0,1334889,4,1,8,8,0,null,0,8,0,65000,null,4,3,516,3,-15,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,f3e00172-3264-40c9-9086-1400d2d8ceb9,eaa4f58c-ab93-44da-b48d-fd4e7a10db84,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,b18f2cbd-688d-485f-a0f5-9d9161350fd2,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,f3e00172-3264-40c9-9086-1400d2d8ceb9,eaa4f58c-ab93-44da-b48d-fd4e7a10db84,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,b18f2cbd-688d-485f-a0f5-9d9161350fd2,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,f3e00172-3264-40c9-9086-1400d2d8ceb9,eaa4f58c-ab93-44da-b48d-fd4e7a10db84,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,b18f2cbd-688d-485f-a0f5-9d9161350fd2,bec1038e-ade0-4490-ab14-4787e142ee0b,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,"bec1038e-ade0-4490-ab14-4787e142ee0b,f3e00172-3264-40c9-9086-1400d2d8ceb9,eaa4f58c-ab93-44da-b48d-fd4e7a10db84,b18f2cbd-688d-485f-a0f5-9d9161350fd2",1,36,1851500,53,35,1812400,52,6,724000,14,40,2622900,2019-10-14,2003,더제이수,8187
2019-10-14,2220,242,229,356,58087,1677,80,2840,264,24,1117317,44201,711,97240,95898,0,95898,0,0,523588,0,0,4,4,0,null,1,4,0,30000,null,0,1,651,1,-13,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,ff47d431-8410-45ed-8933-0b934bbee4d3,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,11,484800,16,11,484800,16,0,0,0,24,1117317,2019-10-14,2220,크러시제이,5317
2019-10-14,2413,1173,997,722,28195,625,28,1128,105,2,64000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-15,2,167,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,64000,2019-10-14,2413,드보우,2866
2019-10-14,3492,2463,1870,1639,1637,700,16,1063,123,8,568200,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-15,1,185,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,8,568200,2019-10-14,3492,바이비브,283
2019-10-14,5387,2400,1831,1587,2621,483,18,951,77,2,114300,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-15,8,215,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,114300,2019-10-14,5387,미니걸스,156
2019-10-14,6147,751,662,1172,2053,635,6,777,80,6,338700,26613,538,58547,58316,0,58316,0,0,287455,2,2,3,3,0,null,2,1,2,45000,10000,2,2,106,2,-15,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,c61adb46-4851-4e29-9f8b-98bf3eb043cc,0801ee05-4a15-4758-8e0a-d50855a18191","0801ee05-4a15-4758-8e0a-d50855a18191,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,c61adb46-4851-4e29-9f8b-98bf3eb043cc",,"0801ee05-4a15-4758-8e0a-d50855a18191,c61adb46-4851-4e29-9f8b-98bf3eb043cc",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,"0801ee05-4a15-4758-8e0a-d50855a18191,c61adb46-4851-4e29-9f8b-98bf3eb043cc","0801ee05-4a15-4758-8e0a-d50855a18191,c61adb46-4851-4e29-9f8b-98bf3eb043cc",1,0,0,0,0,0,0,0,0,0,6,338700,2019-10-14,6147,미코미코,406
2019-10-13,2003,178,173,266,78317,3557,175,6942,689,18,1291320,131437,2754,289160,290437,0,290437,0,0,1621471,0,0,4,4,0,null,0,4,0,75000,null,0,3,515,3,-16,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,1,19,1295300,33,17,1237500,31,0,0,0,18,1291320,2019-10-13,2003,더제이수,4416
2019-10-13,2220,242,230,357,58007,1467,79,2527,181,18,729700,44371,741,97616,96137,0,96137,0,0,619486,0,0,4,4,0,null,0,4,0,30000,null,0,1,650,1,-14,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,12,401000,16,10,351000,14,0,0,0,18,729700,2019-10-13,2220,크러시제이,2731
2019-10-13,2413,1188,1011,727,28167,523,25,1065,40,6,346600,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-16,2,166,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,346600,2019-10-13,2413,드보우,1389
2019-10-13,3492,2484,1889,1651,1621,674,16,1025,98,3,123150,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-16,1,184,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,123150,2019-10-13,3492,바이비브,117
2019-10-13,5387,2407,1835,1586,2603,479,17,953,120,3,158700,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-16,8,214,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,158700,2019-10-13,5387,미니걸스,256
2019-10-13,6147,744,656,1166,2047,604,18,790,110,4,456900,19675,476,43285,42635,0,42635,0,0,345771,0,0,1,1,0,null,0,1,0,45000,null,0,2,105,2,-16,2,2,1,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,,,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,,,1,0,0,0,0,0,0,0,0,0,4,456900,2019-10-13,6147,미코미코,228
2019-10-12,2003,180,175,266,78142,3134,144,5690,779,15,1403830,130477,2542,287048,288113,0,288113,0,0,1911908,0,0,4,4,0,null,0,4,0,75000,null,0,3,514,3,-17,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,1,12,810900,19,12,810900,19,2,63500,2,15,1403830,2019-10-12,2003,더제이수,4840
2019-10-12,2220,243,231,360,57928,1163,66,1978,191,19,1210500,36973,554,81339,82474,0,82474,0,0,715623,0,0,4,4,0,null,2,4,0,30000,null,0,1,649,1,-15,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,5,138000,5,5,138000,5,1,24000,1,19,1210500,2019-10-12,2220,크러시제이,2702
2019-10-12,2413,1193,1015,732,28142,528,17,998,107,2,322000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-17,2,165,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,322000,2019-10-12,2413,드보우,2001
2019-10-12,3492,2498,1898,1662,1605,490,7,707,73,2,57000,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-17,1,183,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,57000,2019-10-12,3492,바이비브,49
2019-10-12,5387,2462,1871,1627,2586,320,6,540,42,5,297600,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-17,8,213,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,297600,2019-10-12,5387,미니걸스,60
2019-10-12,6147,743,655,1172,2029,559,17,689,69,0,0,21159,460,46549,48346,0,48346,0,0,388406,0,0,2,2,0,null,1,1,1,45000,10000,0,2,104,2,-17,2,2,1,"698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d","698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d",,698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,698b2994-3d17-41f9-8369-9d56ebb0594a,,1,0,0,0,0,0,0,0,0,0,0,0,2019-10-12,6147,미코미코,206
2019-10-11,2003,183,178,268,77998,3263,150,6023,722,16,1385600,130398,2581,286873,286297,0,286297,1,2000000,2200021,1,1,5,5,0,null,0,5,0,66000,null,1,3,513,3,-18,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,f49b4e24-448f-46d3-b5bb-fd93b99b8551,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,f49b4e24-448f-46d3-b5bb-fd93b99b8551,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,f49b4e24-448f-46d3-b5bb-fd93b99b8551,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,f49b4e24-448f-46d3-b5bb-fd93b99b8551,1,23,1614800,36,22,1599600,35,3,96900,3,16,1385600,2019-10-11,2003,더제이수,6008
2019-10-11,2220,243,231,360,57862,1505,65,2583,300,13,541720,40185,656,88405,86966,0,86966,0,0,798097,0,0,4,4,0,null,2,4,0,30000,null,0,1,648,1,-16,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,7,265000,10,7,265000,10,0,0,0,13,541720,2019-10-11,2220,크러시제이,5533
